id,Branch,gender,Category,articleType,baseColour,season,year,usage,Product DisplayName, Price,Sales,review_score
1143,Kontum,women,Dress,Dresses,Brown,Summer,2021,Casual,Femella Women Black Dress,111,472,2
1144,Ho Chi Minh City,men,Accessories,Travel Accessory,White,Summer,2021,Casual,Wildcraft Unisex Green Chalk Bag,482,759,4
1145,Ha Noi,men,Watches,Watches,Blue,Winter,2021,Casual,Esprit Women Silver Dial Watch,221,730,4
1146,Ha Noi,men,Topwear,Tshirts,Purple,Summer,2020,Casual,Mr.Men Men's Mr.Busy Navy T-shirt,133,357,4
1147,Da Nang,men,Shoes,Casual Shoes,Silver,Winter,2019,Casual,Red Chief Men Brown Shoes,166,446,1
1148,Ho Chi Minh City,women,Shoes,Sports Shoes,White,Summer,2021,Sports,Nike Men Tiempo Natural IV Black Sports Shoes,109,375,5
1149,Da Nang,women,Bottomwear,Trousers,Purple,Summer,2021,Casual,Basics Men Black Trousers,283,535,3
1150,Da Nang,men,Topwear,Tshirts,Black,Fall,2018,Casual,Ed Hardy Men Diving Dragon Peach T-Shirt,375,102,5
1151,Ho Chi Minh City,women,Flip Flops,Flip Flops,White,Summer,2019,Casual,Spalding Men Black Flip Flops,200,220,4
1152,Ha Noi,women,Accessories,Accessory Gift Set,White,Fall,2019,Formal,Reid & Taylor Men Formal Blue Tie+Cufflink+Pocket square - Combo Pack,350,670,1
1153,Kontum,women,Topwear,Tshirts,Silver,Fall,2018,Sports,ADIDAS Women Fitted Black T-shirt,473,717,4
1154,Kontum,men,Bags,Backpacks,Purple,Fall,2020,Casual,Puma Unisex Deck Black Backpacks,102,196,1
1155,Ho Chi Minh City,men,Eyewear,Sunglasses,Black,Winter,2021,Casual,United Colors of Benetton Men Sunglass,488,505,3
1156,Ho Chi Minh City,women,Flip Flops,Flip Flops,Blue,Fall,2018,Casual,Crocs Women Abf Single Flip Slippers,289,492,3
1157,Kontum,men,Eyewear,Sunglasses,White,Winter,2021,Casual,Image Men Sunglasses,388,606,4
1158,Kontum,women,Topwear,Tshirts,Brown,Summer,2022,Casual,Campbell Men Pack of 3 Solid Tshirts,362,537,1
1159,Ho Chi Minh City,men,Bottomwear,Shorts,Brown,Summer,2020,Sports,Urban Yoga Women Pink Shorts,491,142,4
1160,Kontum,men,Bottomwear,Trousers,Brown,Fall,2021,Casual,Arrow Sport Men Dk.Grey Brown Trousers,190,561,2
1161,Da Nang,men,Shoes,Heels,White,Winter,2018,Casual,Catwalk Women Bronze Heels,134,179,1
1162,Kontum,women,Beauty Accessories,Beauty Accessory,Blue,Spring,2022,Casual,Colorbar Miss Reflective Body Shimmer 001,225,275,4
1163,Da Nang,women,Bags,Handbags,Blue,Summer,2021,Casual,French Connection Women Black Sling Bag,388,306,2
1164,Da Nang,women,Jewellery,Bracelet,White,Summer,2020,Casual,Lucera Women Silver Bracelet,254,354,2
1165,Ha Noi,men,Belts,Belts,Black,Summer,2019,Casual,Flying Machine Men Woven Green Belt,301,231,5
1166,Ho Chi Minh City,women,Topwear,Tshirts,Silver,Fall,2020,Casual,Jockey Women Black V-neck T-Shirt,247,787,3
1167,Ho Chi Minh City,women,Lips,Lip Gloss,White,Spring,2020,Casual,Lakme Sheer Satin Lip Gloss 41,227,736,3
1168,Ho Chi Minh City,men,Topwear,Sweatshirts,Blue,Fall,2020,Casual,Myntra Men Solid Blue Sweatshirt,464,391,3
1169,Ha Noi,women,Bags,Handbags,Purple,Winter,2021,Casual,Murcia Women Black Handbag,322,430,2
1170,Ha Noi,men,Dress,Jumpsuit,Brown,Summer,2021,Casual,Arrow Woman Olive Jumpsuit,337,205,1
1171,Kontum,men,Watches,Watches,Purple,Winter,2018,Casual,Fastrack Men Analogue Plastic White Watch,409,277,1
1172,Kontum,men,Bags,Handbags,Purple,Summer,2021,Casual,ADIDAS Women Blue Handbag,231,129,2
1173,Kontum,women,Shoes,Casual Shoes,Black,Summer,2022,Casual,Fila Men Paramount Plus Black Shoes,116,693,1
1174,Kontum,women,Watches,Watches,Black,Winter,2021,Formal,Maxima Men Gold Dial Watch,413,350,1
1175,Ho Chi Minh City,women,Topwear,Shirts,Silver,Summer,2019,Casual,Indian Terrain Men Brown Check Shirt,346,265,4
1176,Kontum,women,Shoes,Heels,Black,Summer,2022,Casual,Enroute Women Casual Yellow Heels,148,635,5
1177,Ho Chi Minh City,men,Topwear,Tunics,Brown,Summer,2021,Casual,109F Women Yellow Tunic,322,520,3
1178,Ho Chi Minh City,women,Bags,Handbags,Purple,Summer,2021,Casual,Baggit Women Green Bag,158,750,5
1179,Ho Chi Minh City,women,Fragrance,Perfume and Body Mist,Silver,Spring,2018,Casual,Nike Fragrances Women Basic Perfume,175,92,3
1180,Kontum,men,Watches,Watches,Purple,Winter,2022,Casual,Casio Enticer Men Black Dial Analogue Watch A479,498,647,1
1181,Ha Noi,men,Topwear,Tunics,Brown,Fall,2022,Casual,Scullers For Her Women Scullers Top Navy Blue Tops,185,308,3
1182,Da Nang,women,Shoes,Casual Shoes,Black,Fall,2020,Casual,ADIDAS Women Adi Light White Fresh Shoe,461,768,4
1183,Ha Noi,women,Jewellery,Earrings,Silver,Winter,2021,Casual,Estelle Women Earrings,221,301,3
1184,Ha Noi,men,Topwear,Kurtis,Blue,Fall,2021,Ethnic,Aurelia Women Printed Purple Kurti,323,711,5
1185,Kontum,women,Topwear,Shirts,Blue,Summer,2021,Casual,Arrow Woman Lavender Shirt,303,217,5
1186,Ha Noi,women,Fragrance,Perfume and Body Mist,Black,Spring,2019,Casual,Reebok Reelive Women Perfumes,103,788,4
1187,Kontum,men,Shoes,Casual Shoes,Purple,Summer,2019,Casual,Numero Uno Men Black Casual Shoes,475,120,1
1188,Da Nang,women,Jewellery,Bracelet,White,Winter,2020,Casual,Pitaraa Silver Omelette Thin Bracelet,432,175,3
1189,Ha Noi,women,Bags,Backpacks,Silver,Summer,2020,Casual,Nike Unisex Classic Turf Navy Blue Backpack,274,474,5
1190,Kontum,women,Topwear,Shirts,Brown,Summer,2021,Casual,Doodle Kids Boy Check Red Shirt,199,277,5
1191,Kontum,women,Eyewear,Sunglasses,Blue,Winter,2018,Casual,Fastrack Men Revo Coated Sporty Wrap Sunglasses,279,514,5
1192,Ho Chi Minh City,men,Watches,Watches,Purple,Winter,2021,Casual,Esprit Women Houston Funny Pink Watches,204,672,3
1193,Ha Noi,women,Lips,Lipstick,Purple,Summer,2021,Casual,Colorbar Velvet Matte Hot Hot Hot Red Lipstick 01R,188,173,5
1194,Kontum,women,Shoes,Casual Shoes,White,Summer,2021,Casual,Playboy Men White Shoes,225,597,3
1195,Da Nang,men,Watches,Watches,Black,Winter,2021,Casual,Q&Q Unisex Blue Dial Watch,351,763,2
1196,Kontum,women,Topwear,Tshirts,Brown,Summer,2020,Casual,Gini and Jony Boys Around the World White T-shirt,275,251,3
1197,Kontum,women,Shoes,Flats,White,Summer,2018,Casual,Rocia Women Brown Sandals,486,692,1
1198,Da Nang,men,Topwear,Tshirts,Blue,Summer,2019,Casual,Disney Kids Girl's Fun In The Fair Yellow Teen Kidswear,282,371,4
1199,Da Nang,women,Topwear,Tops,Black,Fall,2019,Casual,s.Oliver Women Grey Top,485,650,5
1200,Da Nang,women,Shoes,Casual Shoes,Brown,Summer,2021,Casual,Gas Men Jack Grey Shoes,347,659,5
1201,Da Nang,women,Topwear,Kurtis,Purple,Summer,2019,Ethnic,Global Desi Women Black Kurti,432,681,5
1202,Ha Noi,men,Shoes,Casual Shoes,White,Summer,2018,Casual,Fila Men Lobato Navy Blue Casual Shoes,398,745,1
1203,Ho Chi Minh City,men,Topwear,Shirts,Black,Fall,2018,Casual,Flying Machine Men HS Green Shirts,476,436,3
1204,Ha Noi,women,Topwear,Kurtas,Blue,Fall,2020,Ethnic,BIba Women Blue Printed Kurta,261,340,5
1205,Ha Noi,women,Topwear,Shirts,Black,Summer,2021,Formal,John Miller Men Striped White Shirt,384,622,3
1206,Da Nang,men,Loungewear and Nightwear,Night suits,Purple,Summer,2018,Casual,SDL by Sweet Dreams Men Blue & Grey Pyjama Set,155,596,4
1207,Da Nang,women,Topwear,Shirts,Silver,Summer,2021,Casual,United Colors of Benetton Men Grey Shirt,459,738,2
1208,Kontum,men,Topwear,Tshirts,Black,Fall,2021,Casual,Flying Machine Men Blue Polo Tshirts,301,458,3
1209,Da Nang,women,Bottomwear,Track Pants,Brown,Summer,2022,Casual,ADIDAS Women Dark Grey Track Pant,245,253,1
1210,Da Nang,men,Watches,Watches,Brown,Winter,2018,Casual,Morellato Men Silver Dial Watch,141,756,5
1211,Ha Noi,women,Topwear,Shirts,Blue,Fall,2019,Casual,Arrow Sport Men Printed Navy Blue Shirts,269,423,2
1212,Ho Chi Minh City,men,Innerwear,Briefs,Blue,Summer,2019,Casual,Park Avenue Men White Briefs FB003,422,612,4
1213,Da Nang,women,Shoes,Sports Shoes,Brown,Summer,2021,Sports,Lotto Women Osaka Grey Violet Shoe,291,112,5
1214,Da Nang,men,Shoes,Formal Shoes,Brown,Winter,2018,Formal,Red Tape Men's Black Formal Shoe,196,669,5
1215,Ha Noi,men,Sandal,Sandals,Blue,Summer,2020,Casual,Enroute Kids Girls Pink Sandals,483,291,5
1216,Ho Chi Minh City,women,Topwear,Tops,Brown,Summer,2021,Casual,Jealous 21 Women Printed White & Blue Top,484,408,5
1217,Ho Chi Minh City,men,Innerwear,Bra,Purple,Summer,2022,Casual,Enamor Black Full Figure Bra,337,313,1
1218,Ho Chi Minh City,men,Jewellery,Pendant,Silver,Summer,2018,Casual,Lucera Women Silver Pendant,381,713,5
1219,Da Nang,women,Topwear,Tshirts,White,Fall,2019,Casual,Doodle Cute Girls  Grey Tshirt,432,319,3
1220,Kontum,women,Belts,Belts,Brown,Summer,2020,Casual,Peter England Men Brown Belt,213,580,5
1221,Da Nang,men,Topwear,Tshirts,White,Summer,2018,Casual,UCB Men's Contrast Logo Grey T-shirt,192,361,5
1222,Da Nang,men,Topwear,Tshirts,White,Winter,2021,Casual,U.S. Polo Assn. Men Solid Green Tshirt,109,382,5
1223,Kontum,women,Topwear,Shirts,Purple,Fall,2022,Formal,Reid & Taylor Men Solid Black Shirts,305,132,4
1224,Ha Noi,women,Bottomwear,Trousers,Silver,Summer,2020,Formal,John Miller Men Striped Grey Trousers,492,794,2
1225,Ha Noi,men,Headwear,Caps,Brown,Fall,2019,Sports,Lotto Unisex Kochi Tuskers Sovenior Purple Orange Cap,448,351,2
1226,Ho Chi Minh City,women,Innerwear,Briefs,Blue,Summer,2021,Casual,Basics Men White Hip Brief,274,345,2
1227,Kontum,men,Watches,Watches,Brown,Winter,2020,Casual,Police Men Black Dial Chronograph Watch PL12777JS-02M,144,109,5
1228,Da Nang,women,Topwear,Kurtas,White,Summer,2021,Ethnic,Aneri Women Egyptian Black Kurta,375,203,5
1229,Da Nang,men,Topwear,Kurtas,White,Summer,2021,Ethnic,Sushilas Women Printed Maroon Kurta,482,681,3
1230,Ha Noi,women,Watches,Watches,Brown,Winter,2018,Casual,Q&Q Men Black Dial Watch,287,567,5
1231,Ho Chi Minh City,women,Topwear,Kurtis,Brown,Fall,2019,Ethnic,Mumbai Slang Women White Kurti,357,294,1
1232,Ho Chi Minh City,women,Shoes,Casual Shoes,Black,Summer,2022,Casual,Puma Men Tekkies Jam Blue Shoe,312,627,5
1233,Kontum,women,Skin Care,Face Wash and Cleanser,Silver,Spring,2021,Casual,Lotus Herbals Pomegranate & Plum Energizing Skin Polisher,408,658,3
1234,Kontum,women,Topwear,Tshirts,Silver,Summer,2022,Casual,Gini And Jony Vini Romper Pink T-Shirts,473,446,5
1235,Kontum,men,Topwear,Tshirts,Silver,Summer,2022,Casual,Quiksilver Men Red T-shirt,296,232,1
1236,Kontum,men,Topwear,Tshirts,White,Summer,2020,Casual,Nike Men Blue Cricket Blue Polo Tshirt,147,546,5
1237,Ho Chi Minh City,men,Flip Flops,Flip Flops,Blue,Fall,2018,Casual,Rockport Men Jelbalp Black Flip Flops,239,383,4
1238,Ho Chi Minh City,women,Watches,Watches,Black,Winter,2021,Casual,Casio Youth Series Men Digital Watch W-734-1AVDF(D090),423,386,5
1239,Ha Noi,women,Bags,Backpacks,Blue,Summer,2019,Casual,American Tourister Unisex Black Backpack,151,772,5
1240,Ho Chi Minh City,women,Fragrance,Deodorant,Black,Spring,2018,Casual,Spinz Women Exotic Deo,110,306,1
1241,Da Nang,women,Bottomwear,Leggings,Purple,Fall,2020,Casual,Arrow Woman Blue Jeggings,201,563,5
1242,Ho Chi Minh City,women,Topwear,Tshirts,Silver,Fall,2021,Casual,U.S. Polo Assn. Men Printed Mustard Tshirt,229,433,5
1243,Kontum,men,Innerwear,Innerwear Vests,Blue,Summer,2022,Casual,Facit Men Blue Innerwear Vest,444,465,2
1244,Kontum,men,Shoes,Sports Shoes,White,Summer,2021,Sports,ADIDAS Men's Boris Black Shoe,401,279,3
1245,Kontum,women,Topwear,Tops,Blue,Summer,2018,Casual,Tonga Women Black Top,470,624,2
1246,Ho Chi Minh City,men,Wallets,Wallets,White,Summer,2018,Casual,French Connection Women Brown Wallet,248,253,5
1247,Kontum,men,Shoes,Casual Shoes,Brown,Fall,2021,Casual,Timberland Men Light Brown Casual Shoes,206,222,1
1248,Ha Noi,women,Topwear,Shirts,Black,Fall,2021,Casual,Indigo Nation Men Checks Blue Shirts,370,127,1
1249,Da Nang,women,Shoes,Heels,Brown,Winter,2020,Casual,Rocia Women Copper Flats,492,342,2
1250,Da Nang,women,Shoes,Sports Shoes,Black,Fall,2022,Sports,Nike Men Air Relentness Grey Sports Shoes,201,267,5
1251,Ha Noi,men,Shoes,Casual Shoes,Brown,Summer,2022,Casual,Gas Men Arunta Olive Casual Shoes,333,499,4
1252,Ha Noi,women,Topwear,Tshirts,Brown,Summer,2021,Casual,Mark Taylor Men Printed Yellow T-shirt,216,358,2
1253,Kontum,men,Topwear,Tshirts,Brown,Summer,2018,Casual,Myntra Men's I am a nice guy Navy Blue T-shirt,219,490,5
1254,Ho Chi Minh City,men,Wallets,Wallets,Silver,Summer,2021,Casual,American Tourister Men Black Coin Passcase Wallet,235,578,5
1255,Ho Chi Minh City,men,Bags,Handbags,Purple,Fall,2022,Casual,Murcia Women Grey Handbag,163,398,1
1256,Ho Chi Minh City,women,Shoes,Casual Shoes,Purple,Summer,2019,Casual,Lotto Unisex Canvas Pink Shoe,490,714,3
1257,Da Nang,men,Belts,Belts,Brown,Summer,2018,Formal,Peter England Men Formal Black Belt,159,428,3
1258,Kontum,women,Topwear,Kurtas,White,Summer,2019,Ethnic,W Women Printed  Light Pink Kurta,267,515,1
1259,Kontum,men,Watches,Watches,Black,Winter,2019,Casual,Maxima Ssteele Men White Watch,256,707,3
1260,Ha Noi,women,Sandal,Sandals,Purple,Summer,2019,Casual,Gas Men Aventura Sandal,344,373,5
1261,Kontum,women,Shoes,Heels,Blue,Winter,2019,Casual,Clarks Women Black Onslow Beat Leather Wedges,393,271,2
1262,Da Nang,women,Watches,Watches,White,Winter,2019,Casual,Fossil Men Grey Dial Chronograph Watch FS4584,351,297,5
1263,Ha Noi,women,Topwear,Jackets,Brown,Fall,2019,Sports,Puma Men Heroes Red Jackets,260,727,4
1264,Da Nang,men,Jewellery,Earrings,White,Winter,2021,Ethnic,Fabindia Women Anusuya Silver Earrings,415,256,5
1265,Ha Noi,women,Wallets,Wallets,Black,Summer,2020,Casual,Lino Perros Men Brown Wallet,353,305,2
1266,Ho Chi Minh City,women,Innerwear,Innerwear Vests,Purple,Summer,2019,Casual,Levis Men Comfort Style Maroon Innerwear Vest,176,103,4
1267,Da Nang,men,Eyewear,Sunglasses,Silver,Winter,2018,Casual,Park Avenue Men Black Sunglasses,300,168,3
1268,Kontum,women,Shoes,Sports Shoes,Silver,Summer,2021,Sports,Nike Men's Air Citius MSL White Grey Shoe,305,372,4
1269,Ha Noi,women,Topwear,Shirts,Black,Fall,2021,Casual,Scullers Men Scul Blue Shirts,361,455,1
1270,Kontum,men,Topwear,Sweatshirts,White,Fall,2022,Casual,Puma Women Solid Black Sweatshirts,127,370,5
1271,Ha Noi,men,Shoes,Sports Shoes,Black,Fall,2018,Sports,Nike Men White Court Shuttle Shoes,284,570,5
1272,Kontum,men,Bags,Handbags,Silver,Winter,2021,Casual,Lino Perros Women Leatherette Brown Handbag,303,322,4
1273,Da Nang,women,Nails,Nail Polish,Blue,Spring,2019,Casual,Streetwear Fiery Femme Nail Polish # 18,265,764,4
1274,Kontum,men,Shoes,Sports Shoes,White,Fall,2019,Sports,Nike Men Air Zoom Century Shoes,433,437,3
1275,Ha Noi,women,Watches,Watches,White,Winter,2019,Casual,Titan Men White Dial Watch,351,471,5
1276,Ho Chi Minh City,men,Bottomwear,Trousers,Blue,Fall,2018,Formal,John Miller Men Slim Brown Trousers,449,506,4
1277,Kontum,men,Topwear,Tshirts,Silver,Fall,2021,Casual,Locomotive Men Printed Blue T-shirt,141,555,2
1278,Da Nang,women,Shoes,Sports Shoes,Blue,Summer,2018,Sports,Fila Men's Abascuss White Blue Shoe,173,748,5
1279,Kontum,women,Bags,Handbags,Silver,Winter,2019,Casual,Kiara Women Glossy Red Handbag,271,634,2
1280,Ha Noi,women,Shoes,Sports Shoes,Black,Fall,2018,Sports,Nike Men Air Relentless Black Sports Shoes,170,627,2
1281,Kontum,men,Jewellery,Earrings,Brown,Winter,2021,Casual,Fabindia Silver Earrings,439,130,5
1282,Da Nang,women,Sandal,Sandals,Purple,Summer,2019,Casual,Puma Men Black Floater,396,476,3
1283,Kontum,women,Wallets,Wallets,Purple,Summer,2018,Casual,Reid & Taylor Men Casual Black Wallet,251,733,4
1284,Ho Chi Minh City,men,Topwear,Shirts,White,Fall,2021,Casual,Basics Men Grey Shirt,175,621,3
1285,Ha Noi,women,Innerwear,Trunk,Silver,Summer,2020,Casual,Levis Men Beige Boxer Trunks,409,366,3
1286,Kontum,women,Topwear,Sweaters,White,Fall,2021,Casual,Scullers Men Stripes White Sweaters,315,173,1
1287,Ha Noi,men,Skin Care,Face Wash and Cleanser,Brown,Spring,2019,Casual,Lotus Herbals Tea Tree Face Wash,402,259,5
1288,Da Nang,women,Socks,Socks,Brown,Summer,2020,Casual,Quiksilver Men High Black Socks,405,715,1
1289,Kontum,women,Dress,Dresses,White,Summer,2018,Casual,Sepia Women Pink Dress,413,194,1
1290,Ho Chi Minh City,women,Shoes,Casual Shoes,Black,Fall,2021,Casual,Ganuchi Men Casual Brown Casual Shoes,409,136,5
1291,Ha Noi,men,Watches,Watches,Black,Winter,2021,Casual,Maxima Women Black Watch,377,651,5
1292,Da Nang,men,Bags,Backpacks,Purple,Summer,2020,Casual,American Tourister Unisex Black Backpack,374,746,3
1293,Kontum,men,Shoes,Casual Shoes,White,Summer,2021,Casual,Fila Men's Passion Black red Canvas Shoe,205,567,2
1294,Da Nang,men,Fragrance,Deodorant,White,Spring,2019,Casual,Jovan Men White Musk Deo,497,617,5
1295,Kontum,women,Topwear,Tshirts,Brown,Summer,2021,Casual,Puma Women Pink T-shirt,351,85,4
1296,Ho Chi Minh City,women,Innerwear,Briefs,White,Summer,2019,Casual,Chromozome Men Pack of Two Briefs,235,358,1
1297,Ha Noi,women,Topwear,Tshirts,Blue,Fall,2021,Casual,U.S. Polo Assn. Men Printed Black Tshirt,353,245,5
1298,Ho Chi Minh City,men,Topwear,Tops,Silver,Summer,2020,Casual,Femella Women Black Top,256,625,4
1299,Kontum,men,Bottomwear,Jeans,Silver,Fall,2021,Casual,Jealous 21 Women's Abbie Black Jegging,373,399,2
1300,Ho Chi Minh City,men,Watches,Watches,Blue,Winter,2020,Casual,Timex Men Cream Dial Chronograph Watch,411,683,5
1301,Da Nang,men,Topwear,Shirts,White,Fall,2022,Formal,Peter England Men Stripes Cream Shirt,251,273,4
1302,Ho Chi Minh City,men,Bottomwear,Jeans,Silver,Summer,2020,Casual,Denizen Women Navy Blue Jeans,273,354,4
1303,Da Nang,women,Shoes,Casual Shoes,Silver,Fall,2018,Casual,Timberland Men Brown Casual Shoes,267,669,5
1304,Ha Noi,women,Watches,Watches,Black,Winter,2022,Casual,Fastrack Men Black Watch,300,619,1
1305,Ho Chi Minh City,women,Topwear,Tshirts,Purple,Fall,2020,Sports,Nike Mens Challenger Graphic White T-shirt,168,177,4
1306,Kontum,men,Bottomwear,Capris,Black,Winter,2019,Casual,Jockey Women Blue Relaxed Capris,282,793,4
1307,Ho Chi Minh City,women,Lips,Lipstick,Black,Spring,2018,Casual,Lakme Absolute Matte Bitter Chocolate Lipstick 53,205,458,5
1308,Da Nang,men,Bags,Backpacks,Silver,Fall,2020,Casual,Nike Unisex Classic Base Blue Backpack,344,308,4
1309,Ha Noi,women,Shoes,Casual Shoes,White,Summer,2021,Casual,Vans Men Red Old Skool Shoes,410,724,5
1310,Kontum,men,Wallets,Wallets,Black,Summer,2019,Casual,American Tourister Men Black Travel Wallet,464,606,1
1311,Ho Chi Minh City,men,Shoes,Sports Shoes,Blue,Summer,2020,Sports,Reebok Men White Fusion Sports Shoes,381,653,5
1312,Ho Chi Minh City,women,Topwear,Tshirts,Silver,Summer,2021,Casual,Proline Men Grey T-shirt,453,497,3
1313,Ho Chi Minh City,women,Watches,Watches,Silver,Winter,2022,Casual,Maxima Men White Watch,411,664,4
1314,Kontum,women,Shoes,Formal Shoes,Blue,Summer,2021,Formal,Clarks Men Dino Limit Brown Formal Shoes,370,673,5
1315,Da Nang,women,Sandal,Sandals,Brown,Fall,2021,Casual,Enroute Men Leather Black Sandals,396,480,5
1316,Da Nang,women,Topwear,Shirts,Silver,Fall,2020,Casual,John Players Men Solid Black Shirt,445,400,3
1317,Da Nang,men,Bags,Backpacks,Brown,Winter,2021,Casual,Wildcraft Unisex Black & Grey Printed Laptop Backpack,247,139,4
1318,Ha Noi,women,Topwear,Tshirts,Blue,Summer,2021,Sports,Nike Men's Blue Polo T-shirt,123,208,1
1319,Ha Noi,men,Shoes,Heels,Purple,Winter,2021,Casual,Catwalk Women Brown Wedges,335,439,3
1320,Kontum,men,Bottomwear,Shorts,Silver,Summer,2018,Casual,Scullers Men Grey Shorts,402,330,5
1321,Da Nang,men,Topwear,Shirts,Blue,Summer,2022,Casual,United Colors of Benetton Men Solid Blue Shirts,298,746,3
1322,Ha Noi,men,Jewellery,Pendant,Black,Summer,2021,Casual,Lucera Women Silver Pendant,272,215,5
1323,Da Nang,men,Shoes,Sports Shoes,Blue,Summer,2018,Sports,Reebok Men White Ultimate Vibe Sports Shoes,331,307,2
1324,Ha Noi,men,Topwear,Tshirts,Blue,Fall,2022,Sports,ADIDAS Men's Navy Blue T-shirt,225,503,1
1325,Da Nang,men,Shoes,Heels,Brown,Winter,2022,Casual,Catwalk Women Brown Heels,159,772,4
1326,Ho Chi Minh City,women,Lips,Lipstick,Brown,Spring,2021,Casual,Lakme Lip Love Dark Desire Lipstick B122A,393,778,5
1327,Ho Chi Minh City,women,Bags,Handbags,Black,Winter,2020,Casual,Lino Perros Women Leatherite Brown Handbag,318,512,3
1328,Kontum,men,Nails,Nail Polish,Purple,Spring,2019,Casual,Streetwear Chocolat Nail Polish 20,167,671,3
1329,Ho Chi Minh City,women,Bottomwear,Jeans,Silver,Summer,2021,Casual,Lee Men Elvira Rinse Blue Chicago Fit Jeans,208,140,5
1330,Ha Noi,women,Shoes,Sports Shoes,Silver,Fall,2018,Sports,Lee Cooper Men White Sports Shoes,230,571,1
1331,Ho Chi Minh City,men,Topwear,Kurtas,Brown,Summer,2018,Ethnic,Mother Earth Women Striped Green Kurta,436,208,5
1332,Ho Chi Minh City,men,Shoes,Casual Shoes,Silver,Summer,2022,Casual,Clarks Men Brown Leather Casual Shoes,328,544,4
1333,Da Nang,women,Lips,Lipstick,Purple,Spring,2020,Casual,Lotus Herbals Floralstay Copper Toast Lip Color 424,167,213,4
1334,Ha Noi,women,Watches,Watches,Blue,Winter,2021,Casual,Maxima Attivo Men Steel-Toned Dial Watch 15933LMGB,338,621,5
1335,Da Nang,men,Innerwear,Bra,Purple,Winter,2018,Casual,Bwitch Pink Ruby Bra,432,369,4
1336,Ho Chi Minh City,men,Fragrance,Deodorant,Blue,Spring,2018,Casual,United Colors of Benetton Women Deo,122,483,4
